,Date,Town,District,Province,Spare,Length,Width,Amenities,Direction,Price
1945,6/10/2022,Phường Tân Định,Thị xã Bến Cát,Bình Dương,100.0,20.0,5.0,0,Unknow,0.92
1946,6/10/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,100.0,20.0,5.0,1,Unknow,1.6
1947,6/10/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.9
1948,6/10/2022,Phường 9,TP. Đà Lạt,Lâm Đồng,269.0,0.0,0.0,1,T.Bắc,22.5
1949,6/10/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.9
1950,6/10/2022,Xã An Lập,Huyện Dầu Tiếng,Tỉnh Bình Dương,1080.0,60.0,18.0,0,Unknow,4.5
1951,6/10/2022,Phường Phú Hữu,TP. Thủ Đức,TP. Hồ Chí Minh,90.0,18.0,5.0,1,Unknow,1.89
1952,6/10/2022,Đường Thới An 5 Thới An,quận 12,TPHCM,1190.0,80.0,25.0,0,Unknow,37.8
1953,6/10/2022,Lộc Thọ,TP.Nha Trang,Khánh Hòa,127.0,25.4,6.0,1,Đông,2.29
1954,6/10/2022,xã Vĩnh Thạnh,TP. Nha Trang,Khánh Hòa,250.0,25.0,10.0,0,Unknow,4.25
1955,6/10/2022,Suối Tiên,Diên Khánh,Khánh Hòa,107.0,15.6,6.0,0,Unknow,0.9
1956,6/10/2022,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh,110.0,0.0,0.0,0,Unknow,2.7
1957,6/10/2022,Phường Mỹ Phước,Thị xã Bến Cát,Bình Dương,150.0,0.0,0.0,1,Unknow,1.87
1958,6/9/2022,Xã Bàu Hàm 2,Huyện Thống Nhất,Tỉnh Đồng Nai,1000.0,40.0,25.0,0,Unknow,0.98
1959,6/9/2022,Xã Long Phước,TP. Bà Rịa,Bà Rịa - Vũng Tàu,423.0,42.0,10.0,1,Unknow,2.97
1960,6/9/2022,Xã Tân Phú Trung,Huyện Củ Chi,TPHCM,1645.0,59.0,27.0,0,Unknow,14.8
1961,6/9/2022,Xã Tứ Hiệp,Huyện Thanh Trì,TP Hà Nội,96.0,17.0,5.6,0,Unknow,11.6
1962,6/9/2022,Xã Diên Lạc,Huyện Diên Khánh,Tỉnh Khánh Hòa,109.0,0.0,0.0,0,Unknow,1.5
1963,6/9/2022,Tân Bình,Mỏ Cày Bắc,Bến Tre,680.0,0.0,0.0,0,Unknow,3.6
1964,6/9/2022,Đường quốc lô 22 Bàu Hàm 2,Thống Nhất,Đồng Nai,1000.0,40.0,25.0,0,Unknow,0.98
1965,6/9/2022,Phường Hóa An,TP. Biên Hòa,Đồng Nai,72.0,0.0,4.0,0,Unknow,2.45
1966,6/9/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,226.0,1,Unknow,0.899
1967,6/9/2022,Phường Thác Mơ,Thị xã Phước Long,Bình Phước,600.0,40.0,15.0,1,Unknow,1.5
1968,6/9/2022,An Phú,Thủ Đức,TPHCM,73.0,18.0,4.5,0,Unknow,7.7
1969,6/9/2022,Phường Phú Mỹ,TP. Thủ Dầu Một,Bình Dương,220.0,32.0,7.0,1,Unknow,4.95
1970,6/9/2022,Xã Tiên Dương,Huyện Đông Anh,TP. Hà Nội,104.0,5.0,21.0,1,Bắc,7.25
1971,6/9/2022,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.99
1972,6/9/2022,Xã Trung Lập Hạ,Huyện Củ Chi,TP. Hồ Chí Minh,3000.0,57.0,52.0,1,Unknow,5.99
1973,6/9/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,235.0,0.0,0.0,0,Unknow,5.64
1974,6/9/2022,Xã Quy Đức,Huyện Bình Chánh,TP. Hồ Chí Minh,123.4,0.0,0.0,1,Đ.Bắc,2.8
1975,6/9/2022,Xã Bàu Hàm 2,Huyện Thống Nhất,Đồng Nai,1000.0,40.0,25.0,0,Unknow,0.98
1976,6/9/2022,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh,100.0,5.0,20.0,1,Unknow,1.3
1977,6/9/2022,Phường Tân Hưng,Quận 7,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,2.25
1978,6/9/2022,Xã Tân Phú Thạnh,Huyện Châu Thành A,Hậu Giang,92.0,0.0,0.0,0,Unknow,1.25
1979,6/9/2022,Đường Nguyễn Văn Cừ Hương Mạc,Từ Sơn,Bắc Ninh,115.0,19.0,6.0,0,Unknow,2.19
1980,6/9/2022,Phường An Phú,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,1.8
1981,6/9/2022,Đường quốc lô 22,Bàu Hàm 2,Huyện Thống Nhất. Đồng Nai,1000.0,40.0,25.0,0,Unknow,0.98
1982,6/9/2022,Xã Phật Tích,huyện Tiên Du,Bắc Ninh,1470.0,70.0,21.0,0,Unknow,20.5
1983,6/9/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,528.0,0.0,0.0,1,Unknow,10.0
1984,6/9/2022,Xã Bàu Cạn,Huyện Long Thành,Đồng Nai,1067.0,0.0,0.0,1,Unknow,2.5
1985,6/9/2022,Phường Tiến Thành,TP. Đồng Xoài,Bình Phước,300.0,0.0,0.0,0,Unknow,0.868
1986,6/9/2022,Xã An Phú,Huyện Mỹ Đức,TP. Hà Nội,132.0,22.0,6.0,1,Unknow,0.9
1987,6/9/2022,Xã Bàu Đồn,Huyện Gò Dầu,Tây Ninh,165.0,31.0,5.0,1,Unknow,0.78
1988,6/9/2022,Phường Tiến Thành,TP. Đồng Xoài,Bình Phước,300.0,0.0,0.0,0,Unknow,0.868
1989,6/9/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,120.0,20.0,6.0,1,Unknow,1.4
1990,6/9/2022,Xã Thanh Đình,TP Việt Trì,Phú Thọ,297.0,30.0,10.0,0,Unknow,2.08
1991,6/9/2022,Xã Phú Mỹ,Huyện Phú Vang,Thừa Thiên Huế,222.0,0.0,0.0,0,Unknow,5.11
1992,6/9/2022,Phường Trần Phú,TP Bắc Giang,Tỉnh Bắc Giang,80.0,10.0,8.0,0,Unknow,1.0
1993,6/9/2022,Phường Hoà Vinh,Huyện Đông Hòa,Phú Yên,140.0,24.0,4.98,1,Đông,1.95
1994,6/9/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đông,0.899
1995,6/9/2022,Đường 101 Phú Ngọc,Định Quán,Đồng Nai,1009.0,80.0,12.0,0,Unknow,1.15
1996,6/9/2022,Xã Quảng Hiệp,Cư Mgar,Đắk Lắk,1014.0,78.0,13.0,0,Unknow,0.239
1997,6/9/2022,Đường Lương Thế Vinh,Quang Trung,Thái Nguyên,191.0,18.0,10.0,0,Unknow,6.1
1998,6/9/2022,Đường Khu liên hợp TDTD Tân Phú Đông,Sác Đéc,Đồng Tháp,320.0,40.0,8.0,0,Unknow,6.1
1999,6/9/2022,Xã Quảng Hiệp,Cư Mgar,Đắk Lắk,1014.0,78.0,13.0,0,Unknow,0.239
2000,6/9/2022,Phường Tân Lập,TP Thái Nguyên,Thái Nguyên,110.0,22.0,5.0,0,Unknow,2.36
2001,6/9/2022,Xã Đức Thượng,Huyện Hoài Đức,TP. Hà Nội,110.0,0.0,0.0,0,Unknow,4.0
2002,6/9/2022,xã Tam Thôn Hiệp,huyện Cần Giờ,TP HCM,2080.0,0.0,0.0,0,Unknow,2.1
2003,6/9/2022,Xã Bình Khánh,huyện Cần Giờ,TP HCM,306.0,0.0,0.0,0,Unknow,3.0
2004,6/9/2022,xã Tân Sơn,huyện Trà Cú,Trà Vinh,10910.0,0.0,0.0,0,Unknow,1.4
2005,6/9/2022,Phường Thảo Điền,TP. Thủ Đức,TP. Hồ Chí Minh,85.0,5.0,17.0,1,Unknow,3.15
2006,6/9/2022,Xã Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh,95.0,5.0,19.0,1,Unknow,1.45
2007,6/9/2022,Phường Hòa Thạnh,Quận Tân Phú,TP. Hồ Chí Minh,110.0,0.0,0.0,1,Unknow,2.5
2008,6/9/2022,Phường 10,Quận Tân Bình,TP. Hồ Chí Minh,90.0,0.0,0.0,1,Unknow,2.3
2009,6/9/2022,Xã Thư Phú,Huyện Thường Tín,TP. Hà Nội,39.5,7.9,5.0,1,Unknow,0.27
2010,6/9/2022,Xã Phước Thái,Huyện Long Thành,Đồng Nai,109.0,22.0,5.0,0,Unknow,1.95
2011,6/9/2022,Xã Bàu Hàm 2,Huyện Thống Nhất,Đồng Nai,1000.0,40.0,25.0,0,Unknow,0.98
2012,6/9/2022,Xã Tân Lạc,Huyện Bảo Lâm,Lâm Đồng,954.0,0.0,0.0,0,Unknow,0.79798
2013,6/9/2022,Xã Vạn Phú,Huyện Vạn Ninh,Khánh Hòa,880.0,0.0,0.0,0,Unknow,2.7
2014,6/9/2022,Đường Nguyễn Văn Hưng Lợi,Quận Ninh Kiều,TP. Cần Thơ,75.0,0.0,0.0,0,Unknow,3.25
2015,6/9/2022,Phường Bình Chiểu,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.59
2016,6/9/2022,xã Quảng Hiệp,huyện Cư Mgar,tỉnh Đắk Lắk.,1014.0,78.0,13.0,0,Unknow,0.229
2017,6/9/2022,Phường Cẩm Bình,TP Cẩm Phả,Quảng Ninh,2000.0,50.0,40.0,0,Unknow,6.2
2018,6/9/2022,xã Cẩm Hải,TP Cẩm Phả,Quảng Ninh,3200.0,65.0,50.0,0,Unknow,8.0
2019,6/9/2022,xã Diên Tân,huyện Diên Khánh,Khánh Hòa,269.0,42.0,6.0,0,Unknow,1.4
2020,6/9/2022,Đường 55 Tân Lạc,Bảo Lâm,Lâm Đồng,954.0,0.0,0.0,0,Unknow,0.79798
2021,6/9/2022,Đường 55 Tân Lạc,Bảo Lâm,Lâm Đồng,954.0,0.0,0.0,0,Unknow,0.79798
2022,6/9/2022,Phường Đồng Kỵ,Thị xã Từ Sơn,Bắc Ninh,109.4,0.0,0.0,0,Unknow,1.65
2023,6/9/2022,Đường ĐT 8 Diên Xuân,Diên Khánh,Khánh Hòa,380.0,54.0,7.0,0,Unknow,0.9888899999999999
2024,6/9/2022,xã Diên Xuân,huyện Diên Khánh,Khánh Hòa,470.0,47.0,10.0,0,Unknow,1.3
2025,6/9/2022,xã Bàu Hàm 2,huyện Thống Nhất,ĐN,1000.0,40.0,25.0,0,Unknow,0.98
2026,6/9/2022,xã Tây Hòa,H. Trảng Bom,ĐN,2000.0,0.0,0.0,0,Unknow,3.3
2027,6/8/2022,Phường Tân Thành,Quận Tân Kinh,TP. Hải Phòng,100.0,20.0,5.0,0,Unknow,1.95
2028,6/8/2022,Ea Tul,Cư M'gar,DakLak,1014.0,78.0,13.0,0,Unknow,0.229
2029,6/8/2022,Đường 11 Tân Phú Thạnh,Châu Thành A,Hậu Giang,92.0,0.0,0.0,0,Unknow,1.25
2030,6/8/2022,phường Tân Hà,tp Tuyên Quang,tỉnh Tuyên Quang.,267.0,0.0,0.0,0,Unknow,7.28
2031,6/8/2022,Phường Tân Bình,TP. Đồng Xoài,Bình Phước,600.0,25.0,24.0,1,Đông,0.65
2032,6/8/2022,Đường Trà Khê Anh Dũng,Dương Kinh,Hải Phòng,90.0,19.0,5.0,0,Unknow,2.7
2033,6/8/2022,Hải Thành,Dương Kinh,Hải Phòng,64.0,13.0,5.0,0,Unknow,1.85
2034,6/8/2022,xã Vĩnh Trung,TP Nha Trang,Khánh Hòa,67.0,7.0,9.0,0,Unknow,1.2
2035,6/8/2022,Phường Tiến Thành,TP. Đồng Xoài,Bình Phước,300.0,0.0,0.0,0,Unknow,0.868
2036,6/8/2022,Xã Bàu Đồn,Huyện Gò Dầu,Tây Ninh,130.0,5.0,26.0,1,Unknow,0.55
2037,6/8/2022,Phường 12,TP. Đà Lạt,Lâm Đồng,65.0,0.0,0.0,1,Đ.Bắc,0.55
2038,6/8/2022,Xã An Phú,Huyện Mỹ Đức,TP. Hà Nội,132.0,22.0,6.0,1,Unknow,0.9
2040,6/8/2022,Đường Cây Cám Bình Hưng Hòa B,Bình Tân,TPHCM,60.0,15.0,4.0,0,Unknow,3.35
2042,6/8/2022,Đường Đỗ Đức Dục Mễ Trì,Nam Từ Liêm,Hà Nội,48.0,12.0,4.0,0,Unknow,6.1
2043,6/8/2022,Đường Suối Tre - Bình Lộc Xuân Thiện,Thống Nhất,Đồng Nai,150.0,30.0,5.0,0,Unknow,1.08
2044,6/8/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Đông,1.75
2045,6/8/2022,Xã Xuân Hải,Thị xã Sông Cầu,Phú Yên,39500.0,0.0,0.0,0,Unknow,15.0
2046,6/8/2022,Phường An Cựu,TP Huế,Thừa Thiên Huế,90.0,18.0,5.0,0,Unknow,2.65
2047,6/8/2022,Đường Nagoa Phú Túc,Định Quán,Đồng Nai,1043.0,76.0,14.0,0,Unknow,0.92
2048,6/8/2022,Xã Ea Tul,Huyện Cư M'gar,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.9
2049,6/8/2022,Đường 711 Hàm Thắng,Hàm Thuận Bắc,Bình Thuận,77.0,0.0,0.0,0,Unknow,0.82
2050,6/8/2022,Đường Ngô Mây Cát Hiệp,Phù Cát,Bình Định,343.0,34.3,10.0,0,Unknow,0.4
2051,6/8/2022,Xã Long Phước,TP. Bà Rịa,Bà Rịa - Vũng Tàu,398.0,39.0,10.0,1,Unknow,2.79
2052,6/8/2022,Phường Hoà Quý,Quận Ngũ Hành Sơn,TP. Đà Nẵng,111.0,18.5,6.0,0,Unknow,3.3
2053,6/8/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,1000.0,56.0,17.0,0,Unknow,2.7
2054,6/8/2022,Xã Liên Hà,Huyện Đông Anh,TP Hà Nội,64.0,12.0,5.5,0,Unknow,1.35
2055,6/8/2022,Phường 11,TP Cao Lãnh,Đồng Tháp,100.0,0.0,0.0,0,Unknow,3.1
2056,6/8/2022,Đường Liên Hà Liên Hà,Đông Anh,Hà Nội,64.0,12.0,5.5,0,Unknow,1.35
2057,6/8/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,TP. Đà Nẵng,400.0,20.0,20.0,0,Unknow,49.8
2058,6/8/2022,Đường Tân Hiệp,Xã Phước Thái,Huyện Long Thành. Tỉnh Đồng Nai,166.0,24.0,6.5,0,Unknow,1.3
2059,6/8/2022,phường 13,Gò Vấp,TPHCM,33.0,8.0,4.0,0,Unknow,2.87
2060,6/8/2022,Phường Mỹ Xuân,Thị Xã Phú Mỹ,Bà Rịa - Vũng tàu,600.0,25.0,25.0,0,Unknow,0.35
2061,6/8/2022,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,2.09
2062,6/8/2022,Xã Lộc Thạnh,Huyện Lộc Ninh,Bình Phước,200.0,40.0,5.0,1,Unknow,0.429
2063,6/8/2022,Xã Ngũ Hiệp,Huyện Thanh Trì,TP Hà Nội,68.0,16.0,4.1,0,Unknow,6.7
2064,6/8/2022,Xã Khánh Hiệp,Huyện Khánh Vĩnh,Khánh Hòa,240.0,26.0,9.98,0,T.Bắc,0.55
2065,6/8/2022,Đường Lạc Long Quân Điện Ngọc,TX Điện Bàn,Quảng Nam,96.0,16.0,6.0,0,Unknow,2.7
2066,6/8/2022,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh,100.0,0.0,0.0,1,Unknow,1.85
2067,6/8/2022,Đường Tân Hiệp Tân Hiệp,Long Thành,Đồng Nai,450.0,48.0,9.0,0,Unknow,3.4
2068,6/8/2022,Đường An Dương Vương Phú Thượng,Tây Hồ,Hà Nội,73.0,18.25,4.0,0,Unknow,6.8
2069,6/8/2022,Đường Nguyễn Thị Minh Khai,phường 8,Bà Rịa - Vũng Tàu,118.0,23.0,5.0,0,Unknow,15.0
2070,6/8/2022,Đường An Dương Vương Phú Thượng,Tây Hồ,Hà Nội,59.0,13.2,4.5,0,Unknow,5.3
2071,6/8/2022,Phường IV,TP. Vị Thanh,Hậu Giang,100.0,0.0,0.0,0,Unknow,1.5
2072,6/8/2022,Cam Hiệp Bắc,Cam Lâm,Khánh Hòa,902.0,63.0,16.0,0,Unknow,6.3
2073,6/8/2022,Đường 11 Minh Thành,Chơn Thành,Bình Phước,360.0,60.0,6.0,0,Unknow,1.3
2074,6/8/2022,Đường 18 Cộng Hòa,Cẩm Phả,Quảng Ninh,2848.0,80.0,35.0,0,Unknow,4.2
2075,6/8/2022,Đường 18 Cộng Hòa,Cẩm Phả,Quảng Ninh,2848.0,80.0,35.0,0,Unknow,4.2
2076,6/8/2022,Đường 2 Diên Lạc,Diên Khánh,Khánh Hòa,82.0,16.0,5.0,0,Unknow,0.765
2077,6/8/2022,Đường 39 Suối Tiên,Diên Khánh,Khánh Hòa,1000.0,50.0,20.0,0,Unknow,5.5
2078,6/8/2022,phường 13,Gò Vấp,TPHCM,32.0,8.0,4.0,0,Unknow,2.87
2079,6/8/2022,Đường Trung Oai Tiên Dương,Đông Anh,Hà Nội,43.0,10.0,4.2,0,Unknow,2.1
2080,6/8/2022,Đường Liên Hà Liên Hà,Đông Anh,Hà Nội,76.0,15.0,5.0,0,Unknow,4.0
2081,6/8/2022,Đường Cổ Dương Tiên Dương,Đông Anh,Hà Nội,61.0,15.0,4.0,0,Unknow,2.3
2082,6/8/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,836.0,0.0,0.0,0,Unknow,11.7
2083,6/8/2022,Thị trấn Bến Lức,Huyện Bến Lức,Long An,150.0,20.0,7.0,1,Unknow,2.5
2084,6/8/2022,Phường Tân Thới Hòa,Quận Tân Phú,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,2.3
2085,6/8/2022,Phường 3,Quận Gò Vấp,TP. Hồ Chí Minh,127.0,25.4,5.0,1,Đông,1.8
2086,6/8/2022,Phường 14,Quận Phú Nhuận,TP. Hồ Chí Minh,82.0,0.0,0.0,1,Unknow,2.25
2087,6/7/2022,Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh,85.0,16.0,5.4,1,Unknow,7.5
2088,6/7/2022,Phường Trường Thạnh,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.59
2089,6/7/2022,Xã Phú Trung,Huyện Củ Chi,TPHCM,1645.0,59.0,27.0,0,Unknow,14.8
2090,6/7/2022,Xã Vĩnh Lộc A,Huyện Bình Chánh,TPHCM,1523.0,60.0,25.0,0,Unknow,25.0
2091,6/7/2022,Xã Ninh Hải,Huyện Ninh Giang,Hải Dương,1950.0,61.99,31.69,0,Bắc,2.3
2092,6/7/2022,Xã Hương Mạc,Thị Xã Từ Sơn,Bắc Ninh,58.0,10.1,5.7,0,Unknow,1.25
2093,6/7/2022,Xã Hương Mạc,Thị xã Từ Sơn,Bắc Ninh,58.0,0.0,0.0,1,Unknow,1.25
2094,6/7/2022,Phường Phú Hữu,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,2.2
2095,6/7/2022,Phường 7,Quận 7,TPHCM,96.0,24.0,4.0,0,Unknow,5.76
2096,6/7/2022,Phường Tân Phước,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,300.0,30.0,10.0,0,Unknow,13.0
2097,6/7/2022,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,2.25
2098,6/7/2022,Xã Tân Thanh,Huyện Lạng Giang,Tỉnh Bắc Giang,1399.0,140.0,10.0,0,Unknow,1.5
2099,6/7/2022,Phường Hiệp Bình Phước,TP. Thủ Đức,TP. Hồ Chí Minh,90.0,18.0,5.0,1,Unknow,2.35
2100,6/7/2022,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh,100.0,0.0,0.0,1,Unknow,1.2
2101,6/7/2022,Phường Liễu Giai,Quận Ba Đình,TP Hà Nội,125.0,28.0,4.5,0,Unknow,21.0
2102,6/7/2022,Phường 4,Quận Tân Bình,TP. Hồ Chí Minh,75.0,0.0,0.0,1,Unknow,1.88
2103,6/7/2022,Xã Hòa Thắng,Huyện Bắc Bình,Bình Thuận,202.0,0.0,0.0,0,Unknow,1.8
2104,6/7/2022,Xã Phật Tích,Huyện Tiên Du,Bắc Ninh,120.0,19.0,8.0,0,Nam,0.85
2105,6/7/2022,Xã Đồng Tiến,Huyện Đồng Phú,Bình Phước,250.0,50.0,5.0,1,Unknow,0.65
2106,6/7/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Nam,0.899
2107,6/7/2022,Phường Hoà Vinh,Huyện Đông Hòa,Phú Yên,140.0,23.99,5.0,1,Đông,2.0
2108,6/7/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đông,0.899
2109,6/7/2022,Thị trấn Đông Anh,Huyện Đông Anh,TP Hà Nội,114.0,0.0,20.0,0,Unknow,3.95
2110,6/7/2022,Đường Tỉnh lộ 725 Lộc Ngãi,Huyện Bảo Lâm,Tỉnh Lâm Đồng,240.0,40.0,6.0,0,Unknow,0.9
2111,6/7/2022,Xã Thạnh Phú,Huyện Vĩnh Cửu,Đồng Nai,1200.0,0.0,20.0,0,Unknow,3.5
2112,6/7/2022,Phường 12,Quận Bình Thạnh,TPHCM,87.0,11.0,8.0,0,Unknow,12.1
2113,6/7/2022,Xã Lộc An,Huyện Bảo Lâm,Lâm Đồng,176.0,37.0,5.0,1,Unknow,0.55
2114,6/7/2022,Thị trấn Lộc Ninh,Huyện Lộc Ninh,Bình Phước,300.0,30.0,10.0,1,Unknow,0.71
2115,6/7/2022,Xã Hòa Tân Đông,Huyện Đông Hòa,Phú Yên,127.0,25.04,5.0,1,Đông,1.8
2116,6/7/2022,Xã Vĩnh Thái,TP. Nha Trang,Khánh Hòa,308.0,20.0,16.0,0,Tây,8.2
2117,6/7/2022,Phường Vĩnh Hòa,TP Nha Trang,Tỉnh Khánh Hòa,265.0,24.0,11.0,0,Unknow,18.55
2118,6/7/2022,Xã Đồng Tiến,Huyện Đồng Phú,Bình Phước,250.0,0.0,0.0,0,Unknow,0.42
2119,6/7/2022,Xã Minh Lập,Thị xã Chơn Thành,Bình Phước,200.0,40.0,5.0,1,Unknow,0.84
2120,6/7/2022,Phường Minh Hưng,Thị xã Chơn Thành,Bình Phước,500.0,50.0,10.0,1,Unknow,0.35
2121,6/7/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,469.0,30.0,9.0,1,Unknow,5.0
2122,6/7/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,190.0,0.0,0.0,0,Unknow,13.0
2123,6/7/2022,Xã Long Nguyên,Huyện Bàu Bàng,Tỉnh Bình Dương,84.0,0.0,0.0,0,Unknow,0.76
2124,6/7/2022,phường 13,Gò Vấp,TPHCM,32.0,8.0,4.0,0,Unknow,2.87
2125,6/7/2022,Phường Thanh Khê Đông,Quận Thanh Khê,TP. Đà Nẵng,105.0,21.0,5.0,0,Unknow,6.2
2126,6/7/2022,Đường Số 1 Vĩnh Lộc B,Bình Chánh,TPHCM,130.0,26.0,5.0,0,Unknow,1.85
2127,6/7/2022,Xã Nghĩa Trung,Huyện Bù Đăng,Bình Phước,250.0,50.0,5.0,1,T.Bắc,0.45
2128,6/7/2022,Xã Hưng Lộc,Huyện Thống Nhất,Đồng Nai,133.0,26.0,5.0,1,Đ.Nam,1.4
2129,6/7/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,405.0,0.0,0.0,0,Unknow,22.0
2130,6/7/2022,Phường 9,Quận Phú Nhuận,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,2.29
2131,6/7/2022,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.8
2132,6/7/2022,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh,153.2,5.0,26.0,1,Unknow,3.0
2133,6/7/2022,Thị trấn Ia Kha,Huyện Ia Grai,Gia Lai,1255.0,66.98,20.0,1,T.Bắc,2.1
2134,6/7/2022,Đường Triệu Quang Phục,Phường Vĩnh Hòa,TP. Nha Trang,300.0,20.0,15.0,0,Unknow,14.4
2135,6/7/2022,Đường Triệu Quang Phục,Phường Vĩnh Hòa,TP. Nha Trang,300.0,20.0,15.0,0,Unknow,14.4
2136,6/7/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,200.0,10.0,20.0,1,Unknow,0.82
2137,6/7/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,85.0,17.0,5.0,1,Unknow,1.42
2138,6/7/2022,Phường Thanh Khê Tây,Quận Thanh Khê,TP. Đà Nẵng,132.0,6.0,22.0,1,Unknow,0.9
2139,6/6/2022,Xã An Phú,Huyện Mỹ Đức,TP. Hà Nội,132.0,6.0,22.0,0,Unknow,0.9
2140,6/6/2022,Xã Diên Thọ,Huyện Diên Khánh,tỉnh Khánh Hòa,3140.0,104.6,30.0,0,Unknow,6.23
2141,6/6/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,0,Unknow,0.9
2142,6/6/2022,Đường Bình Giã,Phường 11,TP. Vũng Tàu,80.0,16.0,5.0,0,Unknow,1.3
2143,6/6/2022,Xã Xuân Đông,Huyện Cẩm Mỹ,Đồng Nai,1234.0,0.0,0.0,0,Unknow,1.8
2144,6/6/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,0.0,0.0,1,Unknow,0.9
2145,6/6/2022,Phường Hoà Vinh,Huyện Đông Hòa,Phú Yên,140.0,24.0,5.0,1,Đông,1.95
2146,6/6/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đông,0.899
2147,6/6/2022,Tứ Hiệp,Thanh Trì,Hà Nội,62.0,15.0,41.0,0,Unknow,6.7
2148,6/6/2022,Xã Bàu Cạn,Huyện Long Thành,Đồng Nai,1070.0,0.0,0.0,0,Unknow,2.46
2149,6/6/2022,Xã Phù Khê,Thị xã Từ Sơn,Bắc Ninh,56.0,0.0,0.0,1,T.Bắc,0.97
2150,6/6/2022,Đường Phạm Văn Đồng,phường Vĩnh Hòa,TP. Nha Trang,265.0,24.0,11.0,0,Unknow,18.55
2151,6/6/2022,Phường Tân Phú,TP. Đồng Xoài,Bình Phước,2000.0,5.0,33.0,1,Đông,0.45
2152,6/6/2022,Xã Phước Thái,Huyện Long Thành,tỉnh Đồng Nai,100.0,21.0,5.0,0,Unknow,2.5
2153,6/6/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,494.0,0.0,0.0,0,Unknow,12.35
2154,6/6/2022,Xã Phước Bình,huyện Long Thành,tỉnh Đồng Nai,100.0,20.0,5.0,0,Unknow,1.25
2155,6/6/2022,Xã Phù Chẩn,Thị xã Từ Sơn,Bắc Ninh,75.0,0.0,0.0,0,Unknow,3.7
2156,6/6/2022,Phước Thái,Long Thành,Đồng Nai,166.0,24.0,6.5,0,Unknow,1.3
2157,6/6/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,100.0,20.0,5.0,1,Unknow,1.8
2158,6/6/2022,Xã Tân Phú,Huyện Tân Sơn,Tỉnh Phú Thọ,100.0,0.0,0.0,0,Unknow,0.995
2159,6/6/2022,Phường Hóa An,TP. Biên Hòa,Đồng Nai,135.0,0.0,0.0,1,Unknow,3.85
